里程,替代航线平均价格,替代航线平均运量,替代航线平均里程,价格,运量
1124,1378.6000980000001,18,1156.0,1024.400024,81
817,856.6999509999999,698,840.0,799.0,114
737,1277.42002,96,791.799988,715.599976,2103
1721,1781.5714289999999,529,1785.285767,1593.699951,375
445,989.599976,61,541.0,281.899994,44
968,1059.199951,324,1027.25,843.2000119999999,111
1319,1609.700073,992,1459.0,1385.599976,118
1421,1866.699951,2031,1438.5,1302.800049,94
1141,1296.8999019999999,1145,1210.0,923.599976,422
1022,1201.300049,1303,1056.0,1175.800049,26
549,1510.650024,134,316.5,670.5,1286
2049,1785.8411079999998,469,2100.058838,1272.099976,632
1040,1299.233317,441,1116.666626,990.2000119999999,201
1842,1631.177843,478,1922.888916,894.400024,283
1607,1598.400024,323,1685.375,1162.300049,129
1914,1866.8400390000002,559,1996.300049,1263.0,383
1040,1356.100016,419,1113.333374,983.7999880000001,59
1693,1818.4749760000002,295,1793.0,1526.199951,3
1615,1608.299967,413,1676.666626,1503.099976,76
2446,1901.405905,380,2523.823486,1473.300049,51
901,1211.1000980000001,947,928.0,1054.800049,116
1108,983.400024,393,1112.0,934.900024,110
1176,1393.449951,359,1192.5,977.7999880000001,394
1367,1470.574951,390,1401.5,1396.800049,34
826,1197.400024,464,980.0,816.0,34
1452,1513.9998369999998,296,1519.833374,1129.800049,69
2403,2013.300084,507,2358.214355,1457.199951,201
2080,1910.133301,313,2162.5,1834.199951,29
1993,1903.875,221,2052.25,1655.699951,11
1629,1770.366699,386,1703.3333739999998,1693.4000239999998,29
1051,1192.900024,268,1052.5,938.2000119999999,222
2287,2029.245384,238,2344.0,1603.0,78
1073,1429.57998,491,959.400024,934.099976,1148
1374,1477.833333,462,1196.0,956.599976,261
2658,1999.112549,317,2727.875,1386.400024,85
2085,1956.6890190000001,468,2029.222168,1524.300049,477
723,1333.799967,275,858.6666869999999,717.0,202
929,1236.400024,585,1008.5,721.400024,173
2767,2309.1398440000003,355,2775.600098,1976.4000239999998,47
1388,1478.0333660000001,482,1450.333374,1405.900024,95
1350,1336.6400390000001,434,1398.199951,1109.900024,152
1790,1770.933268,334,1744.3333739999998,943.2999880000001,330
1754,2058.2999670000004,455,1820.6666260000002,1817.5,58
1393,1157.699951,693,1401.0,1089.599976,128
620,763.799988,166,809.0,731.599976,84
847,1128.677843,251,713.555542,793.099976,2790
1184,1266.337524,164,1251.25,733.0,1288
1592,1578.799902,381,1674.400024,1017.400024,259
521,2273.899902,28,0.0,334.0,1158
708,1284.699951,46,781.0,476.0,566
543,1574.1000980000001,541,675.0,565.099976,1282
634,608.0,158,664.0,640.099976,53
1122,1292.255534,533,1197.666626,857.900024,421
1286,1582.400024,290,1297.5,1091.400024,213
1745,1654.199951,905,1891.0,1384.400024,13
1231,1135.3,287,1310.599976,775.0,465
1177,1898.0,693,1178.0,1028.699951,111
1438,1214.214286,508,1539.428589,907.599976,289
685,855.599935,134,494.66665599999993,693.400024,246
754,1023.400024,37,826.0,652.700012,238
1046,921.833333,303,1092.0,669.0,1134
1778,1567.977756,486,1837.777832,1182.400024,353
471,591.599976,13,506.0,464.60000599999995,943
1020,1520.699951,442,1020.0,1054.800049,195
827,635.700012,195,844.0,740.099976,279
1075,1172.674927,785,1135.75,754.599976,1080
817,1098.800049,662,830.0,765.5,379
930,826.099976,747,1073.0,716.200012,386
440,1596.849976,38,0.0,531.299988,788
1066,1250.849976,933,1105.0,1209.099976,181
1570,2022.366699,895,1699.0,1460.699951,403
1169,1179.199951,124,1261.0,1046.599976,97
870,1098.1000980000001,52,918.0,626.5,789
1155,1105.733398,395,1216.333374,876.900024,365
1118,1295.969922,243,1193.0,744.599976,2039
1374,1392.51423,455,1221.571411,1033.599976,276
1300,1068.550049,266,1323.5,1133.800049,35
1628,1263.2166339999999,526,1701.5,1070.099976,217
1262,1404.737549,169,1157.625,909.900024,1198
958,1014.333333,195,1048.333374,881.0,581
699,947.9499509999999,114,774.5,669.5,529
836,1019.466634,361,931.3333130000001,602.200012,480
933,1255.0,124,983.0,1167.800049,14
462,956.8000490000001,723,638.0,333.799988,300
1933,1652.650065,346,1718.0,1079.5,1257
1292,1270.366536,336,1357.111084,827.0,272
602,598.5,30,587.0,402.5,375
1005,1174.699951,205,1129.0,1009.400024,92
1100,1262.050049,983,1187.0,1050.199951,18
1277,1437.714286,223,1363.285767,956.0,657
2316,1742.800049,844,2349.0,2730.0,1
1065,1226.5333660000001,311,1171.666626,1084.800049,104
1303,1146.233398,381,1404.666626,1137.0,14
1493,1602.8999019999999,318,1626.0,796.200012,154
1005,775.0500490000001,424,1037.5,1129.5,46
1081,742.5,648,1111.0,685.900024,170
1131,973.599976,710,1133.0,802.099976,285
563,711.900024,1013,602.0,655.5,78
392,763.099976,83,513.0,530.299988,47
1305,1342.775024,362,1352.25,1271.400024,20
1840,1525.2166339999999,298,1982.5,1082.900024,36
354,892.900024,39,551.0,410.799988,134
910,1169.099976,236,1027.0,518.200012,287
1154,1222.400024,548,1201.0,1521.699951,25
1189,1053.199951,538,1236.5,1031.199951,99
681,976.9499509999999,59,794.0,956.2000119999999,32
1645,1482.275024,629,1686.75,1014.900024,209
1350,1312.349976,213,1398.5,1372.699951,33
1614,1470.099935,188,1754.0,1497.400024,23
904,1208.766683,461,1006.6666869999999,655.099976,523
2052,1667.8165689999998,193,2157.166748,944.2999880000001,90
1553,1758.5999760000002,459,1705.5,942.099976,99
2141,1726.633301,87,2170.333252,2271.899902,6
1174,1348.924927,222,1235.0,775.799988,73
1460,1430.050049,584,1514.25,1501.900024,12
1674,1645.0,1051,1783.125,1164.699951,195
1162,1233.0333660000001,447,1175.0,753.900024,78
1393,1453.400065,573,1409.333374,1007.099976,53
1618,1571.933268,328,1670.666626,1303.599976,11
682,1069.199951,803,734.0,512.299988,163
1295,1398.299967,317,1306.333374,1097.199951,43
610,1168.199951,178,650.0,713.200012,14
772,1189.6499019999999,190,838.5,669.099976,18
1300,1147.449951,228,1323.5,963.0,33
1315,1441.57998,489,1394.599976,1236.099976,14
1589,1429.457171,287,1714.8571780000002,1048.0,28
3156,2187.183431,344,3263.166748,1736.0,5
2177,2016.0999760000002,1220,2181.0,2404.399902,8
2228,1695.949951,197,2327.5,1352.800049,15
2287,1736.299927,689,2350.1875,1445.5,455
1712,1437.3799800000002,298,1795.0,834.099976,332
2912,2122.768799,290,2977.1875,1551.199951,50
1175,1138.066732,195,1195.0,647.599976,422
1063,1027.125,233,1140.0,579.700012,499
1355,1359.699951,457,1423.0,1067.199951,314
1653,1571.333333,180,1721.1666260000002,1120.599976,31
2321,1808.161508,318,2403.5385739999997,1830.199951,16
1219,1399.400024,541,1228.5,514.200012,199
1569,1327.642857,515,1667.428589,1039.0,307
3117,2145.959961,297,3176.199951,1450.400024,141
2042,1741.2428850000001,232,2124.714355,1313.800049,36
1212,1217.399984,441,1271.333374,685.599976,115
932,878.2000119999999,305,1002.0,954.599976,206
878,1055.349976,114,959.5,668.599976,201
711,761.200012,115,741.0,606.700012,57
1864,1706.383301,230,1911.8333739999998,1117.300049,46
1380,1283.8999019999999,113,1399.0,1054.699951,52
1625,1306.599976,417,1709.625,1172.699951,186
1707,1413.836381,854,1793.0909420000003,1284.699951,517
2658,1963.90602,307,2729.411865,1438.800049,67
1628,1239.06665,504,1701.5,964.5,198
2052,1674.133301,186,2157.166748,1044.5,87
1974,1555.2749019999999,296,2012.125,1049.800049,124
2215,1546.3666449999998,298,2265.111084,1063.099976,180
1990,1435.0727980000001,261,2084.54541,1119.199951,46
3243,2242.1859649999997,248,3297.857178,1920.699951,21
1498,1393.349976,546,1510.0,1092.5,97
1319,1200.3999019999999,239,1385.333374,634.0,438
1029,1220.233398,535,1042.333374,701.599976,118
1967,1951.199951,238,2007.75,1298.300049,55
1741,1566.766602,284,1780.3333739999998,1047.699951,22
1770,1757.911508,313,1772.653809,1388.5,3686
1224,1348.766602,228,1307.666626,970.5,647
2332,2092.933203,669,2405.266602,1889.0,216
962,1243.3599609999999,249,1064.400024,771.0,1927
1200,1464.116699,320,1299.333374,901.7000119999999,2219
1063,1315.5,266,1218.5,1327.0,37
2030,1971.75,1217,1990.5,1750.5,9
1769,1789.831177,528,1828.625,1300.199951,364
1811,1654.142857,276,1855.714233,1449.300049,50
727,1345.0,59,812.0,765.200012,53
1838,1667.5727980000001,264,1900.272705,1296.199951,242
980,1152.0001220000001,282,1076.25,978.5,531
963,1524.833333,376,1049.666626,790.0,1343
2543,2155.385603,580,2614.333252,1685.5999760000002,528
1058,1581.666667,914,1145.333374,970.400024,37
1730,1738.9666339999999,452,1820.6666260000002,1690.199951,64
737,1260.400024,428,923.0,832.200012,62
780,1172.099976,433,879.0,697.099976,91
639,998.5,45,659.0,641.799988,683
1051,1276.8599609999999,288,1111.0,896.099976,1091
777,1229.300049,230,849.0,776.400024,873
1607,1679.7999670000002,699,1708.8333739999998,1424.199951,289
1310,1481.800049,1069,1334.0,1443.5,196
1274,1453.533203,235,1378.333374,1197.5,20
980,1215.1000980000001,455,1046.0,1058.0,33
1193,1391.699951,449,1298.0,1032.300049,103
999,1192.6000980000001,416,1099.0,832.0,437
1039,1353.27998,391,1170.0,933.7000119999999,1148
516,1025.199951,96,715.0,694.599976,556
1140,1484.900024,424,1226.0,961.0,85
1099,1375.558268,402,1175.25,926.2000119999999,4344
2085,1967.426398,462,2039.4736329999998,1677.400024,479
1262,1431.737427,157,1157.625,1030.800049,1127
1553,1812.75,440,1705.5,1082.699951,115
1466,1683.754616,715,1552.45459,1413.5,470
1438,1462.0,268,1493.400024,1403.300049,489
1685,1556.685826,393,1780.428589,1097.699951,789
818,1406.0,414,959.0,812.0,39
1526,1451.914202,330,1614.571411,862.2999880000001,474
3078,2254.224854,644,3151.875,1864.0,257
797,952.25,184,861.5,697.900024,461
635,1010.5,649,758.0,706.700012,29
1069,1617.800049,434,1171.0,1009.7999880000001,569
969,956.8000490000001,247,1010.0,985.2999880000001,108
1806,1894.866536,683,1839.8333739999998,1818.800049,124
1196,1370.699951,74,1270.0,1099.199951,101
870,1357.900024,421,943.0,944.599976,27
1633,1814.442941,748,1725.0,1630.199951,98
920,1126.0,643,983.6666869999999,1005.099976,58
1431,1439.4300779999999,720,1515.099976,1046.800049,731
866,455.799988,325,869.0,853.7000119999999,262
1333,1243.399984,438,1450.833374,1105.900024,313
1006,937.849976,272,1042.0,899.900024,232
1460,1418.914342,391,1568.857178,1165.199951,671
1108,1217.049927,198,1114.0,923.599976,55
1118,1409.849976,159,1227.5,1326.099976,7
1018,1168.724976,727,1053.5,1093.699951,196
1832,1697.4998600000001,423,1918.714233,1612.199951,45
856,914.8999630000001,652,885.25,680.900024,228
1077,990.2000119999999,365,1081.0,713.299988,609
1155,1434.9800779999998,452,1243.400024,1279.400024,79
1338,1160.8999019999999,347,1365.5,1361.800049,24
833,930.966634,195,893.0,1238.0,97
1874,1761.081854,523,1822.363647,1481.400024,239
1552,1626.785714,284,1615.285767,1217.900024,159
1393,1453.675049,201,1452.5,1562.0,24
1336,1566.8400390000002,259,1417.800049,1230.300049,146
1534,1726.240039,199,1588.0,1670.699951,15
1101,1249.300049,191,1115.0,1151.699951,94
1688,1685.3715120000002,261,1731.428589,1404.199951,104
506,926.900024,173,691.0,649.599976,2471
958,987.200033,193,1048.333374,787.599976,601
1315,1364.139941,486,1394.599976,1357.5,13
1466,1578.52002,791,1556.199951,1213.0,497
637,906.2999880000001,222,778.0,614.599976,294
2656,2089.088759,375,2706.333252,1826.4000239999998,175
820,1145.199951,896,863.0,856.7999880000001,210
880,1242.3999019999999,1300,974.0,1174.099976,10
1181,1392.800049,572,1118.125,1204.900024,242
1567,1776.5,669,1590.0,1712.4000239999998,69
966,1227.800049,295,1074.0,1101.5,85
2143,2447.433431,1282,2195.333252,1260.0,1
759,1628.699951,355,759.0,1070.0,23
386,1483.699951,504,519.0,1013.2999880000001,223
2109,2430.400065,738,2195.0,0.0,0
1861,1785.1499019999999,741,1906.0,1499.199951,7
989,1351.0,344,1052.5,1110.300049,10
868,1181.3999019999999,1137,957.0,951.7000119999999,242
773,1337.099976,157,911.0,914.2999880000001,32
1389,1335.8,254,1445.800049,987.5,671
960,1308.1400390000001,235,1065.599976,841.0,189
1127,1009.966634,447,1225.333374,764.200012,565
1225,1265.43335,460,1277.666626,1108.699951,484
433,1008.7999880000001,147,508.0,718.299988,290
641,1170.949951,79,741.0,1035.0,32
1088,1210.550049,350,1215.25,1055.5,130
1766,1483.4624019999999,398,1820.0,1077.099976,127
673,1143.0333660000001,400,734.333313,871.7000119999999,157
1166,1395.759961,304,1240.599976,630.299988,595
873,1321.06665,75,963.0,1089.800049,153
1201,1265.75,200,1310.0,1012.7000119999999,50
3223,2523.299805,511,3334.0,3601.600098,8
806,885.9499509999999,99,929.0,898.900024,83
1686,1552.857143,640,1770.8571780000002,1111.800049,483
1363,1309.639941,333,1455.800049,1370.0,141
1286,1267.699951,122,1315.5,975.2999880000001,88
1053,1374.525024,228,1134.0,1198.599976,86
1166,1434.800049,51,1147.0,1253.199951,14
1593,1511.066732,162,1649.5,1475.699951,100
723,1330.400065,272,858.6666869999999,684.0,211
699,931.9500119999999,119,774.5,603.599976,491
1974,1586.799927,299,2012.125,1069.300049,123
1438,1341.474976,320,1482.25,1367.900024,492
773,1359.6000980000001,165,911.0,848.0,46
2374,2018.5714289999999,272,2480.571533,1428.599976,576
958,1194.800049,545,994.0,988.599976,64
1229,1312.833333,463,1333.166626,1077.400024,245
1231,1487.566732,379,1294.333374,1527.699951,98
582,959.0,73,742.0,757.299988,60
1634,1353.957171,277,1693.714233,1048.400024,668
525,907.2000119999999,70,708.0,419.200012,262
759,440.299988,442,893.0,662.400024,226
1312,1216.839941,303,1409.400024,885.0,338
1377,1249.424927,382,1397.0,1006.2999880000001,518
328,890.0,144,493.0,440.299988,884
573,904.2999880000001,118,660.0,719.099976,39
1324,1321.650024,538,1407.5,1305.0,100
2004,1510.299902,361,2081.300049,1456.099976,53
911,1256.800049,329,1021.5,516.299988,527
956,974.7000119999999,482,1105.0,606.299988,368
913,1026.699951,81,923.75,1071.400024,34
1051,1158.899984,191,1172.666626,887.5,36
1876,1664.744466,465,1945.222168,1117.300049,362
1564,1353.166585,305,1659.833374,1553.599976,68
1533,1350.5333660000001,161,1583.0,1110.0,56
1118,1312.275024,225,1214.75,1268.400024,23
1003,1043.800049,347,1018.0,713.400024,106
1829,1574.722222,205,1919.6666260000002,1158.800049,121
868,1113.800049,1032,939.5,586.5,1647
539,959.7999880000001,43,691.0,407.200012,82
836,1003.0,340,931.3333130000001,561.299988,482
1589,1400.485631,293,1714.8571780000002,970.5,29
2215,1567.900065,305,2265.111084,1016.099976,178
1685,1470.0429689999999,408,1780.428589,1110.099976,813
2306,1863.4,109,2353.0,1310.199951,229
601,910.2999880000001,65,629.0,681.700012,49
1176,1351.299967,485,1232.0,1212.5,33
1469,1396.7667099999999,442,1580.0,1026.400024,335
644,789.75,125,726.5,618.599976,41
987,1320.166667,90,1082.0,963.599976,40
350,800.099976,524,471.0,535.700012,134
1681,986.900024,104,1787.0,1161.199951,93
1952,1205.599976,131,1939.0,1059.300049,31
1046,1291.900024,281,1054.0,921.599976,172
796,1114.199951,334,993.5,831.599976,31
1009,1020.900024,252,1128.5,792.099976,57
1240,1339.150024,250,1336.5,1045.400024,62
933,1113.199951,113,983.0,1201.900024,17
818,1446.3999019999999,410,959.0,808.0,29
388,587.5,99,441.0,525.299988,659
1462,1246.2889539999999,276,1538.222168,650.599976,498
1167,1171.099976,383,1219.75,1188.5,31
970,951.06665,337,1076.333374,569.099976,348
1001,1085.199951,303,1043.333374,759.799988,429
711,1138.266602,674,766.666687,742.099976,190
293,754.599976,82,475.0,582.900024,36
1305,1216.814174,216,1369.142822,737.200012,261
1790,1363.0636539999998,331,1881.1817629999998,862.599976,129
316,945.5,34,452.0,402.299988,133
706,902.400024,48,732.0,394.299988,186
975,898.566732,197,1024.333374,504.700012,638
1317,1269.400065,566,1385.666626,1006.400024,113
518,878.2000119999999,21,578.0,491.0,86
949,943.033366,66,993.6666869999999,622.400024,99
1535,1383.457171,461,1601.428589,1116.5,312
1279,1199.333333,262,1303.666626,768.0,177
1279,1274.5333660000001,159,1365.666626,941.7999880000001,55
723,839.7999880000001,292,863.5,909.599976,87
770,977.1000369999999,63,824.0,596.799988,308
1616,1342.285714,195,1642.714233,1085.099976,64
989,1051.75,422,1061.333374,725.099976,939
929,1117.066732,405,983.6666869999999,624.5,194
462,958.2999880000001,668,638.0,302.100006,295
1990,1412.054599,267,2084.54541,1082.900024,48
1526,1351.742885,335,1614.571411,805.5,457
637,945.6999509999999,230,778.0,611.599976,298
2048,1686.6199219999999,94,2097.199951,1151.599976,236
1238,1204.9666339999999,254,1301.666626,1111.400024,69
740,1076.0,66,803.0,814.0,85
1414,1339.655599,324,1498.222168,919.2999880000001,244
2218,1859.7000329999998,497,2283.5,1050.300049,1709
2991,1772.1499019999999,614,3062.75,1492.099976,206
2244,1662.611111,137,2313.555664,999.400024,633
2728,2258.699951,51,2903.0,1870.199951,32
2118,1467.699951,190,2177.0,978.2999880000001,546
2603,1619.066732,431,2663.5,994.7999880000001,207
1889,1939.575073,230,1999.5,1037.5,910
2615,1786.357143,451,2697.571533,1448.0,32
1720,973.7000119999999,73,1867.0,1479.199951,22
3164,1938.107572,310,3240.153809,1426.300049,84
1833,1841.799927,27,1879.0,997.099976,57
2631,1782.1142579999998,201,2715.428467,1455.699951,82
2952,1922.649972,265,3001.571533,1105.199951,355
1531,1294.0,49,1730.0,512.200012,132
905,1081.199951,22,941.0,1042.5,20
2758,1733.7713449999999,342,2858.428467,1393.0,51
2472,1711.066732,571,2546.666748,1785.9000239999998,116
2368,1754.6666670000002,440,2435.0,1214.199951,53
1508,1895.6500239999998,72,1498.5,669.099976,251
2755,1939.0001780000002,202,2806.363525,1265.0,321
2765,1773.3499760000002,335,2823.25,2111.199951,7
2993,1982.0682570000001,448,3052.842041,1292.099976,663
2767,2002.883464,308,2787.166748,1660.099976,31
1933,1520.299967,310,1718.0,712.0,1062
2141,1620.633301,67,2170.333252,1705.0,8
3156,1895.94987,307,3263.166748,1459.599976,3
3243,2111.628488,242,3297.857178,1801.0,16
3078,1869.9749760000002,616,3151.875,1450.400024,226
2656,1818.699978,364,2706.333252,1354.699951,164
2374,1756.600028,259,2480.571533,1051.900024,479
2306,1740.2,89,2353.0,923.7000119999999,183
2048,1592.1799800000001,83,2097.199951,825.5,188
3202,1852.9636010000002,276,3267.363525,1708.5,59
2536,1657.440039,221,2546.0,1116.5,239
3198,2127.8076920000003,347,3262.846191,1746.199951,70
3016,1737.4000239999998,325,2982.0,1369.699951,9
580,895.400024,338,622.0,636.299988,347
893,911.0,1238,925.0,996.2000119999999,14
1455,1488.1000980000001,861,1468.5,1308.199951,12
1519,1296.025024,1774,1443.25,1450.400024,20
601,894.400024,67,629.0,684.200012,51
1622,1708.25,1147,1768.0,1457.5,23
1281,1424.333333,706,1324.555542,1127.300049,841
959,1199.75,273,1041.0,762.700012,165
1336,1059.849976,330,1389.5,851.5,381
1559,1404.57998,368,1627.599976,1125.400024,406
1098,1333.924927,465,1169.25,1188.599976,51
666,1240.3999019999999,387,840.0,983.2000119999999,12
1308,1305.900024,916,1312.5,891.0,67
542,894.099976,414,688.0,674.099976,30
534,1213.099976,397,621.0,739.0,29
1831,1684.425049,378,1894.75,1548.199951,84
1721,1618.84451,428,1806.0,1334.0,382
1369,1289.099976,221,1446.5,1064.599976,250
1189,1357.566732,323,1291.333374,1060.800049,20
758,1107.8999019999999,480,790.0,770.400024,49
1094,1386.599976,284,1272.0,1120.5,19
468,1077.5,373,577.0,470.799988,74
1264,1405.349976,374,1406.25,1416.599976,60
1388,1490.633301,501,1450.333374,1414.0,107
1292,1333.7667099999999,318,1357.111084,1051.199951,226
1174,1332.7749019999999,230,1235.0,862.7999880000001,75
1498,1457.150024,594,1510.0,1115.199951,89
820,1177.050049,940,863.0,921.599976,212
958,1113.599976,595,994.0,953.0,72
1176,1320.633301,494,1232.0,1282.400024,37
1238,1263.2166339999999,261,1301.666626,1173.699951,76
3202,2323.972656,301,3267.363525,2080.399902,81
689,802.599976,29,758.0,475.10000599999995,371
751,1037.0,1059,786.0,578.900024,371
1732,1172.599976,675,1741.0,1387.599976,20
1461,1643.5,299,1654.0,1584.599976,14
977,1242.099902,192,1107.0,792.5,1410
740,936.0500490000001,160,823.5,495.200012,510
1595,1385.933268,443,1638.333374,1041.199951,191
682,694.1999509999999,40,753.0,478.799988,564
1036,1183.199902,325,1091.199951,919.7000119999999,303
630,654.700012,90,648.0,664.5,361
1110,1148.575073,295,1211.0,683.0,410
1055,1233.699951,103,1056.0,763.799988,290
1859,1774.800049,937,1938.5,2072.199951,44
1809,1411.116536,569,1842.5,1277.599976,159
1073,1146.75,350,1165.5,1183.800049,116
1491,1617.799927,595,1552.5,1588.800049,17
685,719.200012,39,701.0,759.799988,162
1163,1232.4666339999999,419,1249.0,983.2999880000001,769
500,847.2999880000001,31,559.0,609.400024,14
798,1243.599976,365,991.0,686.299988,335
1036,1037.800049,543,1042.0,972.2999880000001,186
628,726.700012,46,751.0,648.799988,117
937,1195.199951,24,939.0,746.200012,350
627,1063.200073,232,781.0,541.0,1496
1350,1299.9334310000002,406,1404.666626,1124.199951,178
602,820.099976,24,587.0,506.5,299
1319,1244.5333660000001,250,1385.333374,737.200012,430
797,905.9500119999999,178,861.5,738.900024,458
740,1078.099976,65,803.0,831.400024,74
2536,1940.3800780000001,251,2546.0,1432.599976,326
689,810.5,34,758.0,477.299988,403
692,848.650024,152,766.5,820.700012,410
1179,1118.099976,790,1212.0,1252.699951,100
915,1075.599976,221,1021.0,776.5,150
1244,1781.949951,481,1310.0,1267.599976,108
623,966.5,791,790.0,878.400024,61
880,1240.300049,1390,974.0,1179.300049,17
1050,1300.400024,372,1217.0,774.599976,696
1207,1201.150024,338,1257.0,831.200012,311
1396,1492.599935,482,1499.333374,1042.199951,549
1683,1516.3500980000001,464,1713.0,1218.900024,144
1324,1428.366699,235,1388.333374,929.2999880000001,69
1438,1628.349976,270,1504.0,1177.099976,41
1005,1259.900024,163,1129.0,999.7000119999999,81
1069,1672.5,429,1171.0,881.2999880000001,642
750,1225.300049,75,309.0,602.299988,14
346,899.0,91,397.0,161.800003,33
1132,1242.099976,1429,1210.0,1263.199951,77
1124,1327.199951,14,1156.0,1039.5,83
899,635.200012,279,953.0,878.5,28
1234,1192.666667,503,1342.666626,1047.900024,23
817,681.0,772,840.0,780.099976,106
969,878.900024,253,1010.0,947.2000119999999,96
1696,2368.5,1861,1729.5,1570.800049,39
387,828.099976,53,473.0,507.5,452
455,677.799988,20,258.0,526.799988,385
1100,1279.449951,926,1187.0,816.200012,25
1569,1602.29269,491,1597.535767,1303.5,1688
464,889.2000119999999,48,629.0,593.200012,1140
1101,1208.599976,234,1195.25,865.0,524
2032,1847.899957,390,2087.333252,1464.800049,119
1148,1110.0,686,1267.0,1003.2000119999999,644
1392,1643.066515,474,1453.444458,1277.599976,650
1481,1568.376953,360,1534.461548,1119.300049,156
1677,1737.137573,257,1779.625,1657.599976,20
849,1099.9750980000001,596,905.75,775.099976,208
1751,1669.424967,284,1809.5833739999998,1680.9000239999998,59
744,970.43335,200,826.0,568.0,484
850,1117.0,562,1019.0,677.099976,67
2241,1867.646184,371,2300.3076170000004,1385.400024,224
1733,1733.6199219999999,393,1806.800049,1785.300049,54
468,1032.400024,58,640.0,373.700012,529
1398,1632.911024,456,1301.111084,1148.300049,762
1065,1301.039941,568,1174.199951,966.7999880000001,399
713,1245.949951,565,824.5,716.700012,265
1695,1697.8400390000002,454,1746.4000239999998,1593.699951,120
1626,1902.0800780000002,638,1734.0,2190.800049,30
2469,2534.050049,730,2529.25,2879.5,15
1015,1245.4334310000002,402,1158.0,886.0,21
1063,1298.300049,743,1175.5,1003.099976,45
808,1316.349976,538,870.5,971.400024,64
753,914.2999880000001,329,884.0,743.700012,595
911,1248.439941,366,970.0,913.099976,329
737,1264.440039,102,791.799988,706.5,2098
1790,1785.3499350000002,337,1744.3333739999998,1012.5,327
1277,1479.714286,210,1363.285767,932.900024,670
1460,1414.300049,580,1514.25,1491.0,15
1029,1248.333333,561,1042.333374,721.200012,116
1181,1409.224976,580,1118.125,1209.300049,249
1229,1307.25,475,1333.166626,1094.400024,246
1469,1450.077691,442,1580.0,1097.800049,331
1414,1389.088976,323,1498.222168,1049.599976,253
3198,2452.43104,368,3262.846191,2264.100098,81
692,835.150024,152,766.5,787.799988,375
1842,1975.8599609999999,529,1917.800049,2148.0,43
1055,1087.199951,541,1173.0,817.599976,91
1223,1195.4666339999999,236,1301.666626,1242.199951,15
1317,1501.833333,789,1358.0,1615.699951,29
1210,1342.599976,716,1209.0,1228.699951,997
1661,1641.079883,697,1734.199951,1515.5,144
996,1154.099976,330,1056.5,946.400024,170
1274,1351.56665,600,1378.0,1246.800049,91
1579,1769.6400390000001,548,1669.599976,1529.199951,9
1853,1822.8285440000002,320,1933.1428219999998,2000.5999760000002,26
1364,1277.150024,397,1389.5,1358.0,42
1652,1541.3200199999999,393,1702.4000239999998,1448.099976,158
1200,1710.949951,864,1285.5,958.599976,135
1473,1488.700033,385,1531.0,1350.800049,184
1721,1624.6000279999998,527,1785.285767,1395.099976,324
1754,1970.7999670000002,443,1820.6666260000002,1753.5999760000002,43
1967,1903.5,225,2007.75,1275.0,48
1806,1783.7000329999998,658,1839.8333739999998,1394.099976,119
1567,1673.550049,640,1590.0,1635.800049,61
1231,1350.633301,349,1294.333374,1465.599976,73
1179,833.5,744,1212.0,1220.0,87
1842,1885.3800780000001,500,1917.800049,2047.699951,26
608,828.900024,107,743.0,419.60000599999995,40
1153,1072.699951,105,1203.0,1075.0,55
588,949.099976,16,629.0,787.299988,64
856,841.0,689,999.0,620.0,88
1560,1486.566732,526,1579.0,1163.099976,22
1331,1321.699951,72,1365.0,1123.199951,60
1614,1744.949951,557,1660.0,1253.300049,94
1221,1650.799927,173,1324.0,1022.2999880000001,65
445,955.7999880000001,58,541.0,184.699997,78
1741,1599.333333,305,1780.3333739999998,1138.400024,20
1196,1295.0,87,1270.0,1105.800049,101
1055,1013.1999509999999,549,1173.0,858.5,78
665,897.2000119999999,254,751.0,795.700012,298
1211,1040.349976,273,1325.0,1093.699951,40
1520,1436.3999019999999,467,1623.5,1420.300049,18
620,723.900024,40,658.0,549.5,13
930,863.43335,207,960.3333130000001,968.599976,32
1243,1591.1000980000001,954,1318.0,1142.699951,24
735,798.600037,55,750.0,854.0,25
968,1052.9750980000001,348,1027.25,866.599976,99
644,796.599976,126,726.5,560.299988,37
1223,1200.833333,237,1301.666626,1200.5,14
956,1257.5,543,1005.0,1007.7999880000001,38
3380,1882.199951,524,3409.0,3197.100098,3
1120,1298.199951,126,1319.0,964.7999880000001,140
863,1224.099976,365,977.5,812.700012,256
1602,1747.5999760000002,533,1744.0,1329.699951,38
870,1391.3999019999999,419,943.0,936.0,32
3016,2089.399902,325,2982.0,1746.5999760000002,17
1003,1402.400024,729,1042.5,1008.5,259
2397,2165.4,732,2425.199951,1582.699951,18
1457,1700.9000649999998,227,1570.666626,1793.0999760000002,12
1319,1567.949951,937,1459.0,1224.900024,91
966,1272.800049,287,1074.0,1069.300049,76
987,1323.75,107,1126.5,925.900024,22
806,1363.599976,42,909.0,796.099976,24
449,1059.6499019999999,538,445.0,655.700012,1204
1605,1549.01423,791,1697.1428219999998,1362.5,105
701,354.299988,77,708.0,768.5,100
0,752.900024,87,143.0,640.0,6
1446,1318.5333660000001,445,1558.333374,1480.400024,60
1170,1284.449951,228,1252.5,1200.0,22
1585,1647.599935,444,1641.666626,1355.199951,63
