里程,替代航线平均价格,替代航线平均运量,替代航线平均里程,价格,运量
685,847.7333169999999,131,494.66665599999993,655.299988,229
354,874.8999630000001,37,551.0,393.100006,126
1838,1597.172763,262,1900.272705,981.2999880000001,220
856,928.75,640,885.25,767.700012,224
868,1168.199951,1103,957.0,1006.2000119999999,275
673,1132.533285,385,734.333313,869.7999880000001,150
316,933.599976,34,452.0,414.299988,146
1833,1834.8999019999999,27,1879.0,1152.199951,82
1055,1228.300049,115,1056.0,590.299988,258
455,709.3000490000001,21,258.0,531.599976,429
1751,1583.450033,277,1809.5833739999998,1655.800049,51
825,1086.233317,403,958.3333130000001,874.7999880000001,549
941,1051.366618,154,1000.0,660.299988,619
1389,1256.799967,479,1427.666626,1437.099976,20
958,836.299988,377,1107.0,600.900024,344
527,1162.800049,10,719.0,373.0,116
1140,1296.199951,487,1313.0,922.900024,338
791,913.1999509999999,457,796.0,730.599976,195
611,911.75,75,741.0,606.099976,139
1341,1154.460059,478,1382.0,812.799988,109
1006,1098.56665,137,1035.666626,1122.300049,32
1567,1395.4334310000002,613,1630.666626,1360.0,86
1454,1439.740039,351,1530.400024,1058.900024,347
1089,1211.0,176,1218.5,1397.900024,53
1227,1349.699951,301,1213.5,1250.099976,72
1207,1220.974976,215,1263.5,1098.5,64
369,1053.099976,36,549.0,373.700012,47
1108,989.0,404,1112.0,891.400024,115
754,1025.199951,39,826.0,696.099976,213
980,1184.275024,276,1076.25,869.900024,546
706,896.8000490000001,48,732.0,449.700012,201
2631,2177.6000280000003,222,2715.428467,1698.0999760000002,93
542,1079.900024,372,688.0,566.900024,29
744,1046.633301,198,826.0,588.299988,466
1364,1482.699951,442,1389.5,1499.099976,60
620,710.5,41,658.0,541.200012,11
1326,1326.200073,553,1406.0,1266.400024,56
1022,1240.899984,428,1099.166626,817.200012,2409
950,1332.700073,421,1077.5,639.099976,2091
708,1115.150024,23,809.5,450.200012,636
1415,1426.366699,245,1438.0,1091.599976,223
1191,991.7666830000001,407,1231.333374,808.599976,879
669,663.400024,64,821.0,676.0,448
1395,1438.0,500,1479.599976,1079.0,1123
872,1303.833333,283,925.0,874.400024,335
2332,2186.199951,406,2334.0,2078.800049,34
1285,1306.600016,225,1351.0,1021.7000119999999,93
1366,1256.7572539999999,620,1454.285767,769.599976,281
1262,1224.988932,484,1359.111084,1097.599976,259
1900,1970.766602,763,1963.6666260000002,2018.300049,78
1624,1558.366699,344,1650.0,1161.599976,401
1422,1448.371512,341,1542.285767,1376.400024,132
1089,1505.1000980000001,365,1067.0,995.2999880000001,63
1638,1485.814314,454,1703.714233,1191.0,884
1267,1389.025024,249,1336.75,933.400024,645
1022,1187.75,131,1181.0,845.7000119999999,218
1483,1419.75,418,1519.0,1367.5,160
1793,1753.700073,740,1870.75,2063.0,95
1152,1281.56665,529,1274.666626,1063.0,35
1312,1305.31665,539,1416.833374,1135.099976,213
721,790.200012,320,893.0,1083.5,8
1176,1480.849976,343,1192.5,1050.599976,375
1046,969.6999509999999,267,1092.0,772.0,1084
910,1184.099976,223,1027.0,619.599976,253
1569,1379.985631,524,1667.428589,1030.900024,326
963,1539.200033,378,1049.666626,693.5,1466
911,1353.699951,314,1021.5,573.5,521
975,911.56665,187,1024.333374,610.599976,637
2952,2245.26423,283,3001.571533,1604.0,401
1652,1669.8400390000002,401,1702.4000239999998,1748.0,202
930,857.366618,187,960.3333130000001,1083.0,30
1457,1825.3333329999998,217,1570.666626,1709.199951,13
1085,1152.900024,263,1204.0,892.0,105
1105,1136.5,290,1146.0,1148.800049,12
534,1321.900024,375,621.0,740.400024,28
850,1038.0,567,1019.0,720.900024,71
1526,1826.199951,779,1613.0,1452.699951,17
1900,1898.3333329999998,736,1963.6666260000002,1843.5,78
1814,1939.133301,1738,1838.0,1804.699951,171
1154,1120.75,480,1201.0,1542.300049,21
1859,1622.300049,858,1938.5,1985.800049,43
1085,1462.400024,327,1155.5,1470.300049,7
923,1379.800049,1136,1108.0,976.099976,177
1775,2089.300049,24,407.0,1868.0,21
930,1140.25,85,603.0,804.299988,1892
2507,1900.490699,578,2573.5239260000003,1529.5,400
1481,1280.350016,397,1545.5,1091.0,215
2268,1852.899972,379,2323.428467,1385.199951,149
2063,1642.700195,358,2103.600098,1425.599976,100
2318,1936.9636010000002,572,2371.363525,1497.0,335
777,880.6999509999999,35,285.0,542.200012,68
1327,1532.366699,488,1380.333374,1461.800049,27
2063,1712.887451,344,2129.625,1738.199951,60
2905,2037.499814,339,2971.666748,1796.800049,36
1202,1298.300049,1049,1269.0,1273.0,107
1567,1327.866699,592,1630.666626,1313.599976,83
1624,1423.133301,348,1650.0,1026.599976,382
1909,1626.355577,409,1980.222168,1282.199951,86
2831,2185.305773,437,2894.555664,1869.800049,168
2461,2154.557199,286,2569.142822,1592.400024,56
1643,1332.900024,300,1702.0,1158.099976,106
1508,1251.5,333,1511.333374,1123.800049,288
2733,2111.6,261,2807.533447,1667.199951,102
771,1052.849976,39,432.0,832.099976,195
1512,1507.049967,534,1350.5,1067.900024,919
1778,1524.06684,457,1837.777832,1069.699951,297
1189,1025.75,513,1236.5,945.2000119999999,98
3117,2089.609961,292,3176.199951,1430.199951,153
2543,2055.071243,573,2614.333252,1465.0,532
1077,1007.900024,359,1081.0,677.599976,587
1166,1400.22002,292,1240.599976,562.799988,576
956,1025.0,449,1105.0,561.400024,341
1317,1251.166667,562,1385.666626,995.2999880000001,125
1831,1646.525024,362,1894.75,1511.300049,69
1809,1337.133301,547,1842.5,1295.099976,142
2241,1791.361478,364,2300.3076170000004,1278.300049,218
1331,1355.6000980000001,61,1365.0,1153.199951,47
914,902.0,116,920.0,727.099976,250
1121,1281.900024,3969,1121.0,943.900024,109
1041,1490.833333,870,1162.666626,1342.400024,16
1058,1586.766602,913,1145.333374,818.299988,27
1262,1353.699951,3939,1264.0,1217.199951,119
827,998.0799800000001,404,880.400024,844.2000119999999,1363
1650,1539.5333660000001,430,1744.1666260000002,1142.699951,222
714,831.350037,267,854.5,879.599976,132
901,766.700012,602,995.5,639.599976,198
1179,800.099976,761,1179.0,1365.400024,36
801,1193.550049,259,920.5,1079.900024,223
1211,1507.566732,435,1256.5,1229.800049,26
1704,1644.171456,277,1773.285767,1827.199951,29
1897,1707.875,308,1968.875,1534.0,7
506,824.099976,23,495.0,515.5,42
1422,1361.0714289999999,353,1542.285767,1372.699951,116
1379,1368.550049,699,1453.75,1022.900024,126
1372,1086.0,469,1427.0,1086.900024,44
1543,1634.9666339999999,249,1626.666626,1416.099976,13
1224,1349.52002,250,1332.199951,1364.900024,72
1600,1518.4800779999998,256,1663.0,1678.699951,16
1463,1505.75,569,1557.0,890.099976,490
1367,1399.9,326,1411.599976,1360.699951,27
471,507.200012,12,506.0,324.100006,956
681,946.349976,56,794.0,957.7000119999999,28
2042,1755.685686,231,2124.714355,1453.5,38
1730,1621.766764,459,1820.6666260000002,1594.800049,71
1155,1419.8,455,1243.400024,1276.800049,80
873,1300.766683,67,963.0,979.099976,144
913,1008.875,75,923.75,1078.699951,30
518,841.75,20,578.0,461.200012,80
1531,1318.800049,60,1730.0,647.799988,204
1073,1000.900024,373,1165.5,1184.300049,95
1733,1664.320117,388,1806.800049,1805.0,38
737,1298.800049,420,923.0,832.599976,63
1661,2133.300049,744,1662.0,1788.5,122
1035,1570.900024,329,1116.0,1525.599976,47
2130,1934.800049,722,2135.0,2000.199951,32
1020,1378.1000980000001,396,1020.0,1100.099976,166
905,1064.699951,26,941.0,985.599976,19
2254,2489.571429,814,2325.428467,2080.0,42
1702,1640.233398,437,1751.6666260000002,1620.0,11
913,1268.333333,461,1022.3333130000001,978.7999880000001,16
915,1511.875,510,984.25,1097.0,80
590,1474.5,687,741.0,1052.199951,16
471,1532.199951,527,614.0,471.60000599999995,258
2119,1923.733398,968,2152.333252,1973.4000239999998,48
1491,1457.150024,576,1552.5,1581.199951,23
1540,1567.8500980000001,932,1629.125,1339.800049,200
1094,1187.9666339999999,183,1202.0,929.400024,41
1172,1103.133301,322,1278.333374,1190.099976,54
1414,1435.375,347,1513.25,1345.699951,54
1438,1557.400024,558,1512.5,1244.300049,38
1075,1401.333333,522,1224.666626,947.099976,90
718,1035.3999019999999,101,875.0,670.400024,119
691,1275.900024,55,756.0,727.599976,353
1201,1273.525024,213,1310.0,934.7999880000001,50
685,718.799988,40,701.0,762.5,151
1220,1212.800049,984,1246.0,1258.5,357
2765,2355.0398440000004,849,2821.399902,1919.699951,9
1034,950.7000119999999,72,1093.0,803.0,70
1725,1696.4000649999998,816,1828.6666260000002,1749.699951,14
1338,1177.3999019999999,346,1365.5,1385.300049,25
1258,2071.900146,525,720.5,1058.199951,18
1161,2085.600098,891,584.0,1231.5,41
599,2000.0,1060,737.0,359.899994,49
826,1139.5,463,980.0,818.700012,32
1888,1753.6666670000002,1099,2014.0,1486.400024,26
1089,1413.599976,391,1067.0,1064.699951,48
996,1385.8999019999999,1252,993.0,854.0,161
780,1214.5,427,879.0,660.799988,85
1271,1249.800049,984,1278.0,1484.5,132
1607,2056.899902,1246,1724.0,1843.199951,9
1266,1385.300049,1622,1301.0,1701.199951,87
1271,1653.549927,1142,1312.0,1578.099976,41
1545,1655.866699,1367,1673.0,1695.199951,107
3092,1802.5,1279,3162.0,1800.300049,77
3750,3002.074951,854,3887.75,2632.399902,29
3789,3002.074951,854,3887.75,2632.399902,29
3223,2296.949951,477,3334.0,3580.899902,5
1143,1352.185686,429,1238.142822,1053.5,1124
599,1061.300049,41,623.0,582.299988,578
637,931.0,49,762.0,645.299988,56
821,702.799988,286,924.0,466.10000599999995,370
1048,899.0,377,1126.0,865.099976,302
1132,1360.2,243,1188.0,840.7999880000001,150
1201,1311.299967,127,1280.0,1255.0,23
1004,1204.375,472,1073.25,566.400024,343
1245,1277.459961,97,1307.0,983.099976,98
1909,1669.111003,424,1980.222168,1446.0,90
1229,1232.674927,365,1344.5,993.900024,416
860,910.2999880000001,172,1040.0,659.200012,215
1285,1374.0333660000001,240,1332.0,1539.699951,58
898,1273.849976,297,1032.5,916.400024,76
554,870.6999509999999,52,693.0,607.599976,844
1452,1486.757115,270,1529.857178,1099.400024,77
827,730.5,154,844.0,802.400024,270
1212,1247.0333660000001,442,1271.333374,753.900024,122
639,948.6999509999999,44,659.0,634.700012,644
833,1030.100016,186,893.0,1235.099976,94
806,908.9500119999999,110,929.0,883.7999880000001,89
1051,1172.133301,187,1172.666626,918.400024,33
949,975.93335,65,993.6666869999999,635.5,112
2758,2090.128488,363,2858.428467,1661.699951,65
468,1052.0,53,640.0,416.799988,524
1671,1789.0999760000002,693,1689.0,1479.900024,23
1906,1716.5765170000002,565,1812.2940670000003,1286.0,2208
977,1252.52002,281,1040.800049,847.7999880000001,929
1364,1186.3400390000002,531,1448.0,853.099976,517
2634,2079.012695,419,2700.1875,1473.5,150
565,1121.400024,149,436.0,531.299988,858
970,1101.133301,409,1083.666626,650.200012,841
1649,1381.5,331,1721.6666260000002,1074.199951,59
2119,1814.636719,461,2201.263184,1334.699951,127
1604,1704.180078,441,1676.599976,1368.0,17
1500,1512.8999720000002,444,1588.714233,1060.5,314
858,1079.799927,169,969.0,694.799988,241
1748,1658.744466,307,1826.777832,1461.099976,122
1454,1373.1799800000001,310,1530.400024,987.599976,304
1638,1388.614258,421,1703.714233,990.599976,838
2831,2160.14974,419,2894.555664,1849.5999760000002,164
1379,1347.900024,647,1453.75,1029.0,120
1438,1469.724976,498,1512.5,1275.300049,22
1229,1145.074951,329,1344.5,917.599976,348
687,1026.099976,232,793.5,693.0,74
1111,1391.949951,893,1188.5,802.599976,245
1167,2067.600098,185,1167.0,1328.099976,166
1685,1708.0999760000002,686,1868.5,965.0,3
455,854.5,235,640.0,622.0,57
1737,1481.566732,337,1781.1666260000002,1132.300049,197
1574,1423.085658,324,1655.571411,1076.900024,620
1750,1412.0,415,1772.3333739999998,1331.800049,11
1771,1550.314314,435,1752.071411,1188.099976,1200
2403,1906.60013,459,2362.0,1462.099976,181
1075,1083.074951,748,1135.75,689.299988,887
1645,1402.875,576,1686.75,923.400024,196
1295,1402.299967,278,1306.333374,1088.699951,28
932,932.1999509999999,312,1002.0,959.400024,208
1051,1263.639941,274,1111.0,842.2000119999999,965
1874,1724.563743,478,1822.363647,1398.800049,210
386,1410.900024,525,519.0,1015.900024,281
1686,1488.085798,598,1770.8571780000002,1095.400024,438
1876,1583.3000220000001,430,1945.222168,1033.199951,291
1952,1141.099976,125,1939.0,1054.699951,31
1535,1321.128488,423,1601.428589,1085.5,287
2472,1806.4000649999998,574,2546.666748,1735.4000239999998,146
1455,1399.699951,797,1468.5,1347.900024,14
1721,1524.944444,379,1806.0,1126.5,348
1163,1153.666667,384,1249.0,812.099976,667
1683,1410.675049,416,1713.0,1184.5,123
1398,1537.588976,428,1301.111084,948.0,731
1200,1625.3999019999999,831,1285.5,1022.900024,146
1614,1644.275024,513,1660.0,1107.300049,79
1243,1421.5,931,1318.0,826.599976,40
956,1097.3999019999999,463,1005.0,980.2999880000001,38
1602,1576.1000980000001,447,1744.0,1161.0,20
2051,1878.955729,425,2111.111084,2000.0,23
2489,1451.800049,434,2510.0,1426.099976,11
1027,1159.099976,242,1086.5,727.0,20
1434,1533.5,649,1468.5,1400.5,101
718,855.5500490000001,629,742.5,644.299988,34
694,1052.099976,289,809.5,723.5,40
794,1198.0,449,871.0,732.0,141
500,814.400024,31,559.0,630.599976,10
550,1257.199951,45,739.0,769.099976,19
1605,1555.574951,565,1670.0,1402.300049,1148
692,1068.574951,145,773.5,582.900024,937
1040,1233.25,269,1169.5,724.5,341
2319,2122.726823,247,2388.600098,1847.4000239999998,15
1778,1811.5306489999998,264,1863.153809,1864.0,40
1356,1715.633464,244,1441.0,1582.199951,6
1148,1239.875,375,1242.0,1178.0,176
728,941.7000119999999,131,804.0,426.700012,288
1491,1610.200033,224,1576.5,1335.599976,68
1089,1186.375,162,1218.5,1398.099976,40
1267,1345.875,249,1336.75,800.700012,583
2461,2178.714286,292,2569.142822,1561.800049,51
1075,1330.600016,488,1224.666626,870.0,71
860,800.700012,179,1040.0,599.0,189
1001,1393.299967,295,1018.6666869999999,1167.400024,71
1367,1262.349976,194,1411.75,1267.199951,12
1208,1314.125,271,1319.75,715.900024,461
397,588.299988,23,346.0,399.700012,167
1400,1316.75,494,1449.166626,966.900024,689
2080,1875.1000600000002,292,2157.923096,1839.800049,33
817,1117.599976,647,830.0,710.099976,373
1350,1278.8999019999999,209,1398.5,1342.400024,27
878,1052.75,118,959.5,630.900024,203
777,1210.25,225,849.0,644.299988,827
1552,1635.628488,267,1615.285767,1235.599976,149
1363,1289.040039,338,1455.800049,1383.300049,131
1564,1351.933268,294,1659.833374,1586.199951,62
1279,1198.433268,252,1303.666626,753.5,159
2368,1961.9000649999998,435,2435.0,1354.300049,60
1369,1238.375,216,1446.5,899.2999880000001,217
798,1226.599976,354,991.0,567.5,343
1324,1369.166667,228,1388.333374,931.0,57
1065,1245.42002,544,1174.199951,939.5,340
1221,1649.0,156,1324.0,991.2999880000001,56
1643,1757.3800780000001,201,1754.0,1924.800049,12
761,855.150024,63,563.0,662.5,61
1586,1564.6834310000002,531,1670.0,1290.199951,393
552,1377.300049,92,674.0,466.299988,311
784,1226.599976,344,845.0,756.799988,199
818,1352.699951,441,954.0,1026.699951,41
511,797.599976,102,630.0,472.39999400000005,130
1571,1509.3200199999999,186,1660.599976,1410.300049,30
1022,1135.1499019999999,141,1181.0,860.5,212
1372,1210.599976,442,1427.0,1095.599976,39
687,1019.6000369999999,234,793.5,719.400024,98
1120,1401.599976,71,1272.0,1027.900024,19
1162,1253.93335,294,1274.666626,911.5,518
1993,1824.8222660000001,215,2054.444336,1749.0999760000002,12
930,857.900024,734,1073.0,696.0,310
610,1325.800049,194,650.0,724.0,14
711,811.099976,112,741.0,681.0,61
1393,1493.025024,193,1452.5,1521.300049,21
1286,1281.299927,132,1315.5,1010.7999880000001,95
1533,1408.233236,161,1583.0,1149.099976,55
1279,1282.266683,144,1365.666626,1051.699951,61
1189,1355.866699,322,1291.333374,1077.599976,20
713,1266.950073,568,824.5,714.200012,271
684,736.799988,641,819.0,544.200012,29
1177,1603.833333,1963,864.3333130000001,1029.699951,56
2741,2208.6,1044,2044.199951,1715.199951,3
1082,1314.399984,674,1135.0,1125.400024,1403
1524,1393.849935,662,1629.333374,1282.099976,239
814,869.400024,357,847.0,795.900024,121
692,1962.0999760000002,26,0.0,520.099976,294
1099,899.150024,560,1210.0,694.900024,212
1434,1666.6875,414,1506.75,1382.400024,25
853,1426.6000980000001,53,862.0,1141.5,169
1666,1470.133464,265,1731.1666260000002,1354.800049,70
1700,1467.979883,316,1766.4000239999998,1344.0,46
772,872.599976,22,813.0,947.400024,4
1227,1171.5,283,1213.5,1105.599976,70
1483,1268.0,423,1519.0,1251.300049,122
1285,1225.333333,221,1332.0,1253.0,45
1111,1291.949951,935,1188.5,820.0,264
1001,1264.0,296,1018.6666869999999,1186.699951,70
1305,1274.833333,349,1376.0,1006.400024,184
1447,1374.300049,356,1446.75,1214.0,85
1552,1451.5,534,1626.571411,1017.0,602
1629,1692.314314,319,1696.714233,1673.099976,25
440,1425.8500980000001,36,0.0,370.200012,708
1864,1647.2833660000001,228,1911.8333739999998,1155.400024,49
1607,1493.733236,684,1708.8333739999998,1184.0,262
1336,1517.1200199999998,248,1417.800049,1163.900024,130
1053,1267.724976,216,1134.0,1189.0,80
1118,1269.575073,206,1214.75,1270.199951,24
723,761.150024,272,863.5,836.200012,75
1508,1872.0,81,1498.5,873.099976,256
1036,772.700012,541,1042.0,920.2000119999999,151
1438,1536.0,246,1504.0,1196.300049,35
1695,1509.2,441,1746.4000239999998,1328.900024,119
1911,1908.4000239999998,1449,1925.0,2021.300049,304
1256,1459.599976,967,1260.0,1539.900024,208
1161,1292.133301,736,1264.333374,1036.0,228
2164,2118.800049,576,2214.75,2121.600098,7
1793,1649.849976,716,1870.75,2068.300049,98
471,1432.25,511,614.0,703.700012,343
1707,1636.1,522,1793.5999760000002,1255.199951,193
1931,1703.133301,859,1999.5,2048.100098,205
1066,1183.099976,914,1105.0,1137.800049,178
1310,1454.0,985,1334.0,1498.0,175
1626,1832.740039,622,1734.0,2192.600098,31
2182,2104.0,2052,2232.5,1528.0,55
1366,1513.800049,946,1365.0,1479.800049,95
783,1342.300049,1368,972.0,1176.199951,104
2344,2417.974854,1550,2400.25,2333.699951,318
2084,2297.050049,894,2169.5,2327.5,14
1340,2449.949951,40,1391.5,1210.900024,692
1124,2346.950195,116,1187.5,1217.900024,1667
2565,2584.774902,529,2610.75,2881.600098,14
1167,2164.100098,188,1167.0,1432.5,160
2626,2293.774902,1287,2690.0,2295.199951,231
1570,1788.5999350000002,821,1699.0,1467.099976,440
2469,2493.274902,710,2529.25,2870.199951,19
845,1218.900024,1085,1032.0,967.0,39
594,719.599976,20,757.0,528.900024,214
1255,1272.699951,147,1294.0,1024.800049,31
1319,1449.849976,207,1384.0,1407.099976,42
1274,1463.200033,232,1378.333374,1175.099976,19
1015,1237.133301,403,1158.0,826.099976,18
1270,1161.900024,82,1328.0,1209.300049,107
1290,1426.3999019999999,664,1331.0,1224.0,46
1685,1763.5999350000002,656,1843.0,1320.0,3
758,1204.5,453,790.0,783.0,43
1063,1296.650024,743,1175.5,1006.400024,45
1699,1758.7000329999998,695,1801.3333739999998,1615.400024,89
1152,1269.399984,556,1274.666626,1085.5,31
1126,1363.449951,135,1160.0,1111.0,17
1289,1472.433268,722,1385.5,1100.0,162
1534,1817.7800780000002,182,1588.0,1640.0,16
1094,1359.650024,268,1272.0,1124.599976,18
808,1302.75,528,870.5,931.900024,58
913,1021.400024,486,961.0,1036.300049,147
455,843.0,247,640.0,606.099976,65
980,1082.800049,431,1046.0,1048.599976,23
1055,1226.43335,710,1132.0,1211.900024,255
2532,2193.774902,590,2544.0,1804.0,8
818,821.200012,25,823.0,950.900024,15
1481,1695.7999670000002,661,1596.0,1625.699951,41
1101,1232.25,186,1115.0,1108.199951,80
1293,1534.900024,128,1405.0,1287.099976,219
1121,1268.1000980000001,480,1213.0,1073.699951,22
1203,1503.400024,61,1335.0,999.099976,47
1438,1483.799927,313,1518.5,1002.7000119999999,88
1380,1316.1000980000001,113,1399.0,1189.400024,53
1193,1329.5,425,1298.0,1123.0,115
1166,1432.0,48,1147.0,1252.800049,16
1076,1696.2999670000002,1820,940.0,1094.300049,66
2607,2344.166667,1274,2625.333252,1782.300049,11
1619,1817.199951,1258,1636.0,1649.0,29
1103,1192.833333,412,1120.666626,822.0,850
996,1169.0,356,1095.333374,620.400024,687
1310,1136.675049,268,1368.5,894.5,253
1512,1389.825073,454,1590.75,1132.5,235
915,1217.650024,260,971.0,812.5,202
1414,1180.6799800000001,447,1454.599976,667.299988,145
1643,1357.349976,311,1702.0,1220.0,102
1543,1680.933268,249,1626.666626,1494.599976,22
1737,1544.616699,379,1781.1666260000002,1305.599976,197
1367,1302.224976,204,1411.75,1145.699951,15
1120,1395.099976,60,1272.0,1041.800049,27
1169,1243.925049,110,1261.0,1048.599976,107
999,1194.800049,410,1099.0,771.5,420
1003,1031.800049,343,1018.0,796.299988,112
628,730.599976,48,751.0,635.099976,95
833,1062.849976,547,919.0,779.799988,762
1008,1213.366699,249,1117.333374,770.099976,1242
1296,1215.166667,242,1299.333374,1031.800049,363
1085,1031.399984,277,1190.333374,681.799988,751
1267,1377.6,411,1419.599976,1081.0,854
736,1073.050049,312,738.5,687.299988,648
2156,2044.25,341,2157.0,2175.199951,22
1083,1293.900024,108,1119.75,1012.5,41
777,1326.099976,199,871.0,671.599976,52
1418,1385.987549,476,1505.375,1284.0,160
1060,1227.27998,386,1149.599976,951.5,238
1508,1347.166667,341,1511.333374,1139.800049,353
1224,1420.540039,247,1332.199951,1534.199951,107
718,1011.2999880000001,99,875.0,665.900024,103
1574,1518.8429130000002,359,1655.571411,1173.699951,714
1208,1336.375,287,1319.75,869.2000119999999,504
1305,1471.4666339999999,360,1376.0,1180.5,225
1707,1730.3201170000002,538,1793.5999760000002,1362.5,178
1126,1344.550049,141,1160.0,1198.5,24
1203,1564.0,52,1335.0,1051.699951,45
1305,1353.574951,353,1349.75,966.400024,251
1051,1257.599976,260,1052.5,990.5,256
870,1156.0,45,918.0,675.099976,760
1625,1359.974976,426,1709.625,1200.900024,183
1039,1348.059961,394,1170.0,878.2999880000001,1213
770,1027.599976,54,824.0,695.599976,306
2755,2298.872514,222,2806.363525,1746.300049,390
468,1127.5,350,577.0,429.0,75
753,942.099976,330,884.0,754.599976,625
1473,1702.5999350000002,417,1531.0,1540.099976,221
735,841.2999880000001,47,750.0,835.700012,27
1866,1794.666829,582,1957.75,1420.5,775
455,1071.1000980000001,101,628.0,609.299988,504
1343,1313.099976,200,1442.5,1099.900024,144
2581,2143.2881429999998,271,2636.176514,1993.4000239999998,34
689,1073.099976,155,776.5,616.599976,262
877,1098.0,395,877.0,870.5,383
1995,1914.946214,254,2079.076904,1552.699951,46
1076,1490.200033,374,1103.0,964.599976,167
1207,1238.449951,210,1263.5,1113.900024,66
1312,1326.7833660000001,538,1416.833374,1010.7999880000001,207
2733,2200.5067710000003,269,2807.533447,1739.9000239999998,89
1600,1571.0199220000002,255,1663.0,1665.900024,16
898,1238.450073,315,1032.5,919.7000119999999,75
694,1122.099976,275,809.5,694.700012,37
397,654.0,21,346.0,522.700012,150
1447,1537.900024,368,1446.75,1282.300049,84
1305,1329.175049,363,1349.75,972.5,219
1444,1500.799967,727,1548.833374,883.0,680
2287,2014.208171,229,2346.0,1602.5,65
1155,1122.733317,379,1216.333374,866.7999880000001,352
1614,1490.066732,186,1754.0,1470.599976,23
772,1225.199951,189,838.5,699.900024,16
516,1020.2999880000001,94,715.0,782.799988,525
1688,1763.9715399999998,253,1731.428589,1466.0,98
1593,1551.2166339999999,164,1649.5,1500.599976,95
1829,1654.955621,199,1919.6666260000002,1283.0,94
1616,1418.214286,188,1642.714233,1324.5,50
2765,2015.8499760000002,338,2823.25,2284.600098,10
1264,1398.775024,357,1406.25,1364.5,53
937,1184.0,26,939.0,737.900024,341
346,949.2000119999999,82,397.0,154.699997,28
911,1243.92002,359,970.0,727.200012,393
485,355.200012,23,590.0,683.599976,53
773,961.6000369999999,118,766.0,655.099976,121
721,799.900024,356,893.0,941.900024,9
791,973.900024,591,937.0,863.7000119999999,20
1122,1205.950073,348,1270.0,1018.599976,20
1252,1071.549927,323,1314.5,857.5,53
1474,1326.900024,368,1532.5,1030.300049,58
1750,1499.566732,477,1772.3333739999998,1462.800049,11
1140,1498.5,419,1226.0,935.2999880000001,81
771,1075.949951,39,432.0,815.200012,201
3428,2450.100098,536,3574.0,2790.100098,29
1326,1374.059961,1582,1420.199951,1085.900024,339
1479,1432.824951,1250,1544.0,994.5,223
979,1385.094095,426,1000.058838,870.2000119999999,7857
1089,1334.086589,391,1170.533325,920.099976,3532
752,982.099976,62,778.5,654.700012,1082
1307,1513.799967,510,1192.666626,1068.800049,875
1169,1264.366618,1886,1215.666626,1340.300049,75
1308,1286.2908380000001,321,1360.272705,792.599976,2002
806,917.133301,112,865.3333130000001,640.599976,1367
1502,1545.914342,430,1585.428589,1179.400024,2592
1105,1168.866618,1524,1220.0,1055.199951,86
930,1240.699951,1346,992.0,1011.400024,19
2165,2010.2999670000002,1064,2027.0,1972.5999760000002,21
780,1288.442801,384,749.714294,771.599976,1292
2404,2331.149902,378,2408.75,2193.300049,22
1583,1613.599935,681,1566.0,1402.099976,38
1282,1368.0714289999999,387,1347.142822,1048.5,78
985,1269.0,358,1040.0,1138.400024,75
1507,1379.041667,832,1582.166626,821.299988,727
1256,1267.2273619999999,870,1359.0,1113.400024,423
369,868.5,40,549.0,299.799988,86
1814,1997.4000649999998,1770,1838.0,1813.300049,186
1512,1498.55013,557,1350.5,1174.900024,910
1463,1590.924927,577,1557.0,1021.900024,510
2130,2025.0,714,2135.0,1990.300049,40
2119,1992.4666339999999,963,2152.333252,1854.800049,46
691,1249.0,49,756.0,745.0,351
1725,1703.0999350000002,834,1828.6666260000002,1810.9000239999998,18
599,2002.4000239999998,1063,737.0,392.5,70
996,1385.0,1346,993.0,855.599976,158
1607,2040.6000980000001,1340,1724.0,1852.9000239999998,16
1545,1612.166667,1276,1673.0,1516.400024,114
3750,3294.600098,829,3887.75,3101.199951,34
554,850.650024,63,693.0,591.700012,829
1771,1599.435686,450,1752.071411,1224.699951,1347
794,1205.800049,438,871.0,737.900024,143
1400,1369.8999019999999,482,1449.166626,1070.199951,715
1162,1312.333333,279,1274.666626,799.799988,537
684,685.700012,672,819.0,546.200012,45
1552,1591.7427460000001,531,1626.571411,1173.599976,671
1931,1777.816732,851,1999.5,2026.5999760000002,217
2626,2384.600098,1261,2690.0,2104.0,206
1289,1528.80013,671,1385.5,1005.099976,174
1481,1697.633301,689,1596.0,1670.699951,41
1438,1548.799927,288,1518.5,904.0,92
1619,1826.6000980000001,1355,1636.0,1691.4000239999998,38
1444,1515.0333660000001,713,1548.833374,1019.2000119999999,633
791,994.7000119999999,543,937.0,889.900024,15
1073,1415.3799800000002,517,959.400024,963.099976,1179
1393,1190.300049,666,1401.0,1086.599976,129
1118,1338.209961,228,1193.0,832.200012,1897
904,1172.333333,499,1006.6666869999999,584.599976,536
1707,1480.854492,840,1793.0909420000003,1213.300049,501
1099,1370.754528,430,1181.818237,920.2999880000001,4361
506,1123.900024,147,691.0,648.299988,2655
2109,2464.833333,743,2195.0,0.0,0
868,1098.800049,1085,939.5,592.5,1661
989,1098.283285,440,1061.333374,766.0,984
2993,2272.9734789999998,471,3052.842041,1873.699951,656
1519,1348.224976,1781,1443.25,1315.400024,25
1461,1727.5,306,1654.0,1515.0,14
627,1046.099976,227,781.0,597.799988,1363
